Pattern, Target, Solution size, Nodes, Cut branches, Conflicts, Elapsed time, Best time
./data/si/si2_bvg_b09m_800/si2_b09m_m800.05/pattern, ./data/si/si2_bvg_b09m_800/si2_b09m_m800.05/target, time out
./data/si/si6_rand_r01_400/si6_r01_m400.00/pattern, ./data/si/si6_rand_r01_400/si6_r01_m400.00/target, time out
./data/si/si4_m4D_m4Dr6_256/si4_m4Dr6_m256.01/pattern, ./data/si/si4_m4D_m4Dr6_256/si4_m4Dr6_m256.01/target, time out
./data/si/si2_rand_r005_400/si2_r005_m400.06/pattern, ./data/si/si2_rand_r005_400/si2_r005_m400.06/target, time out
./data/si/si2_rand_r005_200/si2_r005_m200.01/pattern, ./data/si/si2_rand_r005_200/si2_r005_m200.01/target, time out
./data/si/si4_bvg_b06m_200/si4_b06m_m200.09/pattern, ./data/si/si4_bvg_b06m_200/si4_b06m_m200.09/target, time out
./data/si/si4_rand_r001_400/si4_r001_m400.07/pattern, ./data/si/si4_rand_r001_400/si4_r001_m400.07/target, time out
./data/si/si6_bvg_b06m_200/si6_b06m_m200.02/pattern, ./data/si/si6_bvg_b06m_200/si6_b06m_m200.02/target, time out
./data/si/si2_bvg_b06m_800/si2_b06m_m800.06/pattern, ./data/si/si2_bvg_b06m_800/si2_b06m_m800.06/target, time out
./data/si/si2_rand_r005_200/si2_r005_m200.00/pattern, ./data/si/si2_rand_r005_200/si2_r005_m200.00/target, time out
./data/si/si6_m4D_m4Dr6_625/si6_m4Dr6_m625.04/pattern, ./data/si/si6_m4D_m4Dr6_625/si6_m4Dr6_m625.04/target, time out
./data/si/si6_bvg_b06m_800/si6_b06m_m800.07/pattern, ./data/si/si6_bvg_b06m_800/si6_b06m_m800.07/target, time out
./data/si/si2_m4D_m4Dr4_1296/si2_m4Dr4_m1296.00/pattern, ./data/si/si2_m4D_m4Dr4_1296/si2_m4Dr4_m1296.00/target, time out
./data/si/si4_m4D_m4Dr6_256/si4_m4Dr6_m256.00/pattern, ./data/si/si4_m4D_m4Dr6_256/si4_m4Dr6_m256.00/target, time out
./data/si/si4_rand_r005_200/si4_r005_m200.08/pattern, ./data/si/si4_rand_r005_200/si4_r005_m200.08/target, time out
./data/si/si4_rand_r01_600/si4_r01_m600.04/pattern, ./data/si/si4_rand_r01_600/si4_r01_m600.04/target, time out
./data/si/si2_rand_r001_200/si2_r001_m200.01/pattern, ./data/si/si2_rand_r001_200/si2_r001_m200.01/target, time out
./data/si/si6_m4D_m4Dr2_625/si6_m4Dr2_m625.08/pattern, ./data/si/si6_m4D_m4Dr2_625/si6_m4Dr2_m625.08/target, time out
./data/si/si4_rand_r01_200/si4_r01_m200.00/pattern, ./data/si/si4_rand_r01_200/si4_r01_m200.00/target, time out
./data/si/si4_bvg_b06m_800/si4_b06m_m800.05/pattern, ./data/si/si4_bvg_b06m_800/si4_b06m_m800.05/target, time out
./data/si/si4_rand_r001_600/si4_r001_m600.07/pattern, ./data/si/si4_rand_r001_600/si4_r001_m600.07/target, time out
./data/si/si2_rand_r001_200/si2_r001_m200.07/pattern, ./data/si/si2_rand_r001_200/si2_r001_m200.07/target, time out
./data/si/si6_rand_r005_600/si6_r005_m600.06/pattern, ./data/si/si6_rand_r005_600/si6_r005_m600.06/target, time out
./data/si/si4_m4D_m4Dr2_625/si4_m4Dr2_m625.02/pattern, ./data/si/si4_m4D_m4Dr2_625/si4_m4Dr2_m625.02/target, time out
./data/si/si4_m4D_m4D_256/si4_m4D_m256.07/pattern, ./data/si/si4_m4D_m4D_256/si4_m4D_m256.07/target, time out
./data/si/si4_m4D_m4Dr4_256/si4_m4Dr4_m256.01/pattern, ./data/si/si4_m4D_m4Dr4_256/si4_m4Dr4_m256.01/target, time out
./data/si/si6_bvg_b09m_400/si6_b09m_m400.01/pattern, ./data/si/si6_bvg_b09m_400/si6_b09m_m400.01/target, time out
./data/si/si6_bvg_b03m_800/si6_b03m_m800.09/pattern, ./data/si/si6_bvg_b03m_800/si6_b03m_m800.09/target, time out
./data/si/si4_m4D_m4Dr6_256/si4_m4Dr6_m256.07/pattern, ./data/si/si4_m4D_m4Dr6_256/si4_m4Dr6_m256.07/target, time out
./data/si/si2_bvg_b03m_400/si2_b03m_m400.01/pattern, ./data/si/si2_bvg_b03m_400/si2_b03m_m400.01/target, time out
./data/si/si6_m4D_m4Dr2_256/si6_m4Dr2_m256.06/pattern, ./data/si/si6_m4D_m4Dr2_256/si6_m4Dr2_m256.06/target, time out
./data/si/si4_m4D_m4D_625/si4_m4D_m625.04/pattern, ./data/si/si4_m4D_m4D_625/si4_m4D_m625.04/target, time out
./data/si/si4_bvg_b06m_400/si4_b06m_m400.05/pattern, ./data/si/si4_bvg_b06m_400/si4_b06m_m400.05/target, time out
./data/si/si2_m4D_m4Dr6_256/si2_m4Dr6_m256.03/pattern, ./data/si/si2_m4D_m4Dr6_256/si2_m4Dr6_m256.03/target, time out
./data/si/si6_m4D_m4D_625/si6_m4D_m625.00/pattern, ./data/si/si6_m4D_m4D_625/si6_m4D_m625.00/target, time out
./data/si/si2_m4D_m4Dr4_1296/si2_m4Dr4_m1296.09/pattern, ./data/si/si2_m4D_m4Dr4_1296/si2_m4Dr4_m1296.09/target, time out
./data/si/si2_m4D_m4Dr2_625/si2_m4Dr2_m625.00/pattern, ./data/si/si2_m4D_m4Dr2_625/si2_m4Dr2_m625.00/target, time out
./data/si/si2_rand_r01_200/si2_r01_m200.03/pattern, ./data/si/si2_rand_r01_200/si2_r01_m200.03/target, time out
./data/si/si4_m4D_m4Dr6_625/si4_m4Dr6_m625.03/pattern, ./data/si/si4_m4D_m4Dr6_625/si4_m4Dr6_m625.03/target, time out
./data/si/si4_m4D_m4Dr4_625/si4_m4Dr4_m625.06/pattern, ./data/si/si4_m4D_m4Dr4_625/si4_m4Dr4_m625.06/target, time out
./data/si/si2_rand_r001_200/si2_r001_m200.09/pattern, ./data/si/si2_rand_r001_200/si2_r001_m200.09/target, time out
./data/si/si6_rand_r005_600/si6_r005_m600.03/pattern, ./data/si/si6_rand_r005_600/si6_r005_m600.03/target, time out
./data/si/si2_m4D_m4Dr2_1296/si2_m4Dr2_m1296.07/pattern, ./data/si/si2_m4D_m4Dr2_1296/si2_m4Dr2_m1296.07/target, time out
./data/si/si6_rand_r01_400/si6_r01_m400.06/pattern, ./data/si/si6_rand_r01_400/si6_r01_m400.06/target, time out
./data/si/si4_bvg_b09m_400/si4_b09m_m400.00/pattern, ./data/si/si4_bvg_b09m_400/si4_b09m_m400.00/target, time out
./data/si/si4_m4D_m4Dr2_256/si4_m4Dr2_m256.05/pattern, ./data/si/si4_m4D_m4Dr2_256/si4_m4Dr2_m256.05/target, time out
./data/si/si4_m4D_m4Dr2_1296/si4_m4Dr2_m1296.02/pattern, ./data/si/si4_m4D_m4Dr2_1296/si4_m4Dr2_m1296.02/target, time out
./data/si/si6_m4D_m4D_625/si6_m4D_m625.02/pattern, ./data/si/si6_m4D_m4D_625/si6_m4D_m625.02/target, time out
./data/si/si2_m4D_m4Dr4_1296/si2_m4Dr4_m1296.01/pattern, ./data/si/si2_m4D_m4Dr4_1296/si2_m4Dr4_m1296.01/target, time out
./data/si/si2_bvg_b03m_800/si2_b03m_m800.04/pattern, ./data/si/si2_bvg_b03m_800/si2_b03m_m800.04/target, time out
./data/si/si2_rand_r001_400/si2_r001_m400.07/pattern, ./data/si/si2_rand_r001_400/si2_r001_m400.07/target, time out
./data/si/si6_rand_r001_200/si6_r001_m200.09/pattern, ./data/si/si6_rand_r001_200/si6_r001_m200.09/target, time out
./data/si/si6_bvg_b03m_400/si6_b03m_m400.02/pattern, ./data/si/si6_bvg_b03m_400/si6_b03m_m400.02/target, time out
./data/si/si2_rand_r001_400/si2_r001_m400.02/pattern, ./data/si/si2_rand_r001_400/si2_r001_m400.02/target, time out
./data/si/si6_bvg_b09m_200/si6_b09m_m200.05/pattern, ./data/si/si6_bvg_b09m_200/si6_b09m_m200.05/target, time out
./data/si/si2_bvg_b06m_400/si2_b06m_m400.04/pattern, ./data/si/si2_bvg_b06m_400/si2_b06m_m400.04/target, time out
./data/si/si4_m4D_m4Dr6_625/si4_m4Dr6_m625.08/pattern, ./data/si/si4_m4D_m4Dr6_625/si4_m4Dr6_m625.08/target, time out
./data/si/si4_bvg_b09m_800/si4_b09m_m800.00/pattern, ./data/si/si4_bvg_b09m_800/si4_b09m_m800.00/target, time out
./data/si/si6_m4D_m4D_256/si6_m4D_m256.08/pattern, ./data/si/si6_m4D_m4D_256/si6_m4D_m256.08/target, time out
./data/si/si4_m4D_m4Dr4_1296/si4_m4Dr4_m1296.03/pattern, ./data/si/si4_m4D_m4Dr4_1296/si4_m4Dr4_m1296.03/target, time out
./data/si/si4_m4D_m4D_625/si4_m4D_m625.03/pattern, ./data/si/si4_m4D_m4D_625/si4_m4D_m625.03/target, time out
./data/si/si6_rand_r001_400/si6_r001_m400.01/pattern, ./data/si/si6_rand_r001_400/si6_r001_m400.01/target, time out
./data/si/si6_bvg_b09m_200/si6_b09m_m200.04/pattern, ./data/si/si6_bvg_b09m_200/si6_b09m_m200.04/target, time out
./data/si/si2_m4D_m4Dr2_256/si2_m4Dr2_m256.02/pattern, ./data/si/si2_m4D_m4Dr2_256/si2_m4Dr2_m256.02/target, time out
./data/si/si2_m4D_m4Dr4_256/si2_m4Dr4_m256.01/pattern, ./data/si/si2_m4D_m4Dr4_256/si2_m4Dr4_m256.01/target, time out
./data/si/si4_m4D_m4Dr6_1296/si4_m4Dr6_m1296.01/pattern, ./data/si/si4_m4D_m4Dr6_1296/si4_m4Dr6_m1296.01/target, time out
./data/si/si2_m4D_m4D_625/si2_m4D_m625.05/pattern, ./data/si/si2_m4D_m4D_625/si2_m4D_m625.05/target, time out
./data/si/si6_bvg_b03m_400/si6_b03m_m400.07/pattern, ./data/si/si6_bvg_b03m_400/si6_b03m_m400.07/target, time out
./data/si/si2_m4D_m4Dr6_1296/si2_m4Dr6_m1296.02/pattern, ./data/si/si2_m4D_m4Dr6_1296/si2_m4Dr6_m1296.02/target, time out
./data/si/si6_rand_r01_200/si6_r01_m200.01/pattern, ./data/si/si6_rand_r01_200/si6_r01_m200.01/target, time out
./data/si/si2_bvg_b09m_800/si2_b09m_m800.00/pattern, ./data/si/si2_bvg_b09m_800/si2_b09m_m800.00/target, time out
./data/si/si2_m4D_m4Dr4_1296/si2_m4Dr4_m1296.03/pattern, ./data/si/si2_m4D_m4Dr4_1296/si2_m4Dr4_m1296.03/target, time out
./data/si/si2_m4D_m4Dr4_1296/si2_m4Dr4_m1296.02/pattern, ./data/si/si2_m4D_m4Dr4_1296/si2_m4Dr4_m1296.02/target, time out
./data/si/si6_m4D_m4Dr6_1296/si6_m4Dr6_m1296.02/pattern, ./data/si/si6_m4D_m4Dr6_1296/si6_m4Dr6_m1296.02/target, time out
./data/si/si4_m4D_m4Dr2_625/si4_m4Dr2_m625.03/pattern, ./data/si/si4_m4D_m4Dr2_625/si4_m4Dr2_m625.03/target, time out
./data/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.09/pattern, ./data/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.09/target, time out
./data/si/si2_rand_r005_200/si2_r005_m200.04/pattern, ./data/si/si2_rand_r005_200/si2_r005_m200.04/target, time out
./data/si/si4_m4D_m4Dr6_625/si4_m4Dr6_m625.09/pattern, ./data/si/si4_m4D_m4Dr6_625/si4_m4Dr6_m625.09/target, time out
./data/si/si6_m4D_m4D_256/si6_m4D_m256.07/pattern, ./data/si/si6_m4D_m4D_256/si6_m4D_m256.07/target, time out
./data/si/si6_rand_r005_600/si6_r005_m600.00/pattern, ./data/si/si6_rand_r005_600/si6_r005_m600.00/target, time out
./data/si/si6_rand_r005_600/si6_r005_m600.04/pattern, ./data/si/si6_rand_r005_600/si6_r005_m600.04/target, time out
./data/si/si4_rand_r005_400/si4_r005_m400.01/pattern, ./data/si/si4_rand_r005_400/si4_r005_m400.01/target, time out
./data/si/si4_bvg_b09m_200/si4_b09m_m200.04/pattern, ./data/si/si4_bvg_b09m_200/si4_b09m_m200.04/target, time out
./data/si/si6_m4D_m4Dr4_625/si6_m4Dr4_m625.00/pattern, ./data/si/si6_m4D_m4Dr4_625/si6_m4Dr4_m625.00/target, time out
./data/si/si6_m4D_m4Dr2_625/si6_m4Dr2_m625.05/pattern, ./data/si/si6_m4D_m4Dr2_625/si6_m4Dr2_m625.05/target, time out
./data/si/si4_bvg_b06m_400/si4_b06m_m400.09/pattern, ./data/si/si4_bvg_b06m_400/si4_b06m_m400.09/target, time out
./data/si/si2_bvg_b06m_800/si2_b06m_m800.01/pattern, ./data/si/si2_bvg_b06m_800/si2_b06m_m800.01/target, time out
./data/si/si6_m4D_m4Dr2_625/si6_m4Dr2_m625.03/pattern, ./data/si/si6_m4D_m4Dr2_625/si6_m4Dr2_m625.03/target, time out
./data/si/si2_rand_r005_200/si2_r005_m200.08/pattern, ./data/si/si2_rand_r005_200/si2_r005_m200.08/target, time out
./data/si/si4_rand_r005_600/si4_r005_m600.09/pattern, ./data/si/si4_rand_r005_600/si4_r005_m600.09/target, time out
./data/si/si6_m4D_m4Dr2_256/si6_m4Dr2_m256.05/pattern, ./data/si/si6_m4D_m4Dr2_256/si6_m4Dr2_m256.05/target, time out
./data/si/si2_m4D_m4Dr6_625/si2_m4Dr6_m625.02/pattern, ./data/si/si2_m4D_m4Dr6_625/si2_m4Dr6_m625.02/target, time out
./data/si/si6_m4D_m4D_625/si6_m4D_m625.04/pattern, ./data/si/si6_m4D_m4D_625/si6_m4D_m625.04/target, time out
./data/si/si4_rand_r001_400/si4_r001_m400.00/pattern, ./data/si/si4_rand_r001_400/si4_r001_m400.00/target, time out
./data/si/si2_bvg_b06m_400/si2_b06m_m400.00/pattern, ./data/si/si2_bvg_b06m_400/si2_b06m_m400.00/target, time out
./data/si/si6_rand_r01_400/si6_r01_m400.01/pattern, ./data/si/si6_rand_r01_400/si6_r01_m400.01/target, time out
./data/si/si4_rand_r005_400/si4_r005_m400.00/pattern, ./data/si/si4_rand_r005_400/si4_r005_m400.00/target, time out
./data/si/si2_m4D_m4Dr4_625/si2_m4Dr4_m625.08/pattern, ./data/si/si2_m4D_m4Dr4_625/si2_m4Dr4_m625.08/target, time out
./data/si/si6_m4D_m4D_625/si6_m4D_m625.07/pattern, ./data/si/si6_m4D_m4D_625/si6_m4D_m625.07/target, time out
./data/si/si6_bvg_b09m_800/si6_b09m_m800.03/pattern, ./data/si/si6_bvg_b09m_800/si6_b09m_m800.03/target, time out
./data/si/si2_m4D_m4Dr4_256/si2_m4Dr4_m256.05/pattern, ./data/si/si2_m4D_m4Dr4_256/si2_m4Dr4_m256.05/target, time out
./data/si/si6_bvg_b03m_400/si6_b03m_m400.00/pattern, ./data/si/si6_bvg_b03m_400/si6_b03m_m400.00/target, time out
./data/si/si4_bvg_b09m_200/si4_b09m_m200.01/pattern, ./data/si/si4_bvg_b09m_200/si4_b09m_m200.01/target, time out
./data/si/si6_rand_r01_400/si6_r01_m400.07/pattern, ./data/si/si6_rand_r01_400/si6_r01_m400.07/target, time out
./data/si/si4_rand_r005_200/si4_r005_m200.09/pattern, ./data/si/si4_rand_r005_200/si4_r005_m200.09/target, time out
./data/si/si6_rand_r01_600/si6_r01_m600.00/pattern, ./data/si/si6_rand_r01_600/si6_r01_m600.00/target, time out
./data/si/si2_bvg_b09m_800/si2_b09m_m800.04/pattern, ./data/si/si2_bvg_b09m_800/si2_b09m_m800.04/target, time out
./data/si/si4_m4D_m4Dr2_1296/si4_m4Dr2_m1296.07/pattern, ./data/si/si4_m4D_m4Dr2_1296/si4_m4Dr2_m1296.07/target, time out
./data/si/si2_m4D_m4Dr2_256/si2_m4Dr2_m256.05/pattern, ./data/si/si2_m4D_m4Dr2_256/si2_m4Dr2_m256.05/target, time out
./data/si/si2_rand_r01_400/si2_r01_m400.07/pattern, ./data/si/si2_rand_r01_400/si2_r01_m400.07/target, time out
./data/si/si6_rand_r001_600/si6_r001_m600.09/pattern, ./data/si/si6_rand_r001_600/si6_r001_m600.09/target, time out
./data/si/si2_m4D_m4Dr4_256/si2_m4Dr4_m256.08/pattern, ./data/si/si2_m4D_m4Dr4_256/si2_m4Dr4_m256.08/target, time out
./data/si/si6_m4D_m4Dr4_1296/si6_m4Dr4_m1296.02/pattern, ./data/si/si6_m4D_m4Dr4_1296/si6_m4Dr4_m1296.02/target, time out
./data/si/si2_rand_r001_400/si2_r001_m400.01/pattern, ./data/si/si2_rand_r001_400/si2_r001_m400.01/target, time out
./data/si/si6_m4D_m4D_256/si6_m4D_m256.09/pattern, ./data/si/si6_m4D_m4D_256/si6_m4D_m256.09/target, time out
./data/si/si6_bvg_b09m_400/si6_b09m_m400.02/pattern, ./data/si/si6_bvg_b09m_400/si6_b09m_m400.02/target, time out
./data/si/si2_rand_r01_200/si2_r01_m200.05/pattern, ./data/si/si2_rand_r01_200/si2_r01_m200.05/target, time out
./data/si/si4_m4D_m4Dr4_256/si4_m4Dr4_m256.06/pattern, ./data/si/si4_m4D_m4Dr4_256/si4_m4Dr4_m256.06/target, time out
./data/si/si2_rand_r001_600/si2_r001_m600.01/pattern, ./data/si/si2_rand_r001_600/si2_r001_m600.01/target, time out
./data/si/si6_rand_r001_600/si6_r001_m600.06/pattern, ./data/si/si6_rand_r001_600/si6_r001_m600.06/target, time out
./data/si/si2_m4D_m4Dr2_625/si2_m4Dr2_m625.04/pattern, ./data/si/si2_m4D_m4Dr2_625/si2_m4Dr2_m625.04/target, time out
./data/si/si2_rand_r005_200/si2_r005_m200.06/pattern, ./data/si/si2_rand_r005_200/si2_r005_m200.06/target, time out
./data/si/si4_m4D_m4Dr4_1296/si4_m4Dr4_m1296.00/pattern, ./data/si/si4_m4D_m4Dr4_1296/si4_m4Dr4_m1296.00/target, time out
./data/si/si6_rand_r005_400/si6_r005_m400.00/pattern, ./data/si/si6_rand_r005_400/si6_r005_m400.00/target, time out
./data/si/si4_rand_r01_400/si4_r01_m400.01/pattern, ./data/si/si4_rand_r01_400/si4_r01_m400.01/target, time out
./data/si/si4_m4D_m4Dr6_1296/si4_m4Dr6_m1296.00/pattern, ./data/si/si4_m4D_m4Dr6_1296/si4_m4Dr6_m1296.00/target, time out
./data/si/si2_bvg_b09m_400/si2_b09m_m400.06/pattern, ./data/si/si2_bvg_b09m_400/si2_b09m_m400.06/target, time out
./data/si/si4_rand_r001_600/si4_r001_m600.04/pattern, ./data/si/si4_rand_r001_600/si4_r001_m600.04/target, time out
./data/si/si4_rand_r001_200/si4_r001_m200.06/pattern, ./data/si/si4_rand_r001_200/si4_r001_m200.06/target, time out
./data/si/si6_rand_r001_400/si6_r001_m400.05/pattern, ./data/si/si6_rand_r001_400/si6_r001_m400.05/target, time out
./data/si/si6_rand_r005_600/si6_r005_m600.09/pattern, ./data/si/si6_rand_r005_600/si6_r005_m600.09/target, time out
./data/si/si6_m4D_m4Dr2_625/si6_m4Dr2_m625.09/pattern, ./data/si/si6_m4D_m4Dr2_625/si6_m4Dr2_m625.09/target, time out
./data/si/si4_bvg_b06m_200/si4_b06m_m200.01/pattern, ./data/si/si4_bvg_b06m_200/si4_b06m_m200.01/target, time out
./data/si/si2_m4D_m4D_625/si2_m4D_m625.00/pattern, ./data/si/si2_m4D_m4D_625/si2_m4D_m625.00/target, time out
./data/si/si6_bvg_b09m_200/si6_b09m_m200.03/pattern, ./data/si/si6_bvg_b09m_200/si6_b09m_m200.03/target, time out
./data/si/si6_rand_r01_600/si6_r01_m600.03/pattern, ./data/si/si6_rand_r01_600/si6_r01_m600.03/target, time out
./data/si/si4_rand_r005_200/si4_r005_m200.02/pattern, ./data/si/si4_rand_r005_200/si4_r005_m200.02/target, time out
./data/si/si2_bvg_b06m_800/si2_b06m_m800.05/pattern, ./data/si/si2_bvg_b06m_800/si2_b06m_m800.05/target, time out
./data/si/si6_rand_r01_400/si6_r01_m400.08/pattern, ./data/si/si6_rand_r01_400/si6_r01_m400.08/target, time out
./data/si/si2_m4D_m4Dr4_256/si2_m4Dr4_m256.03/pattern, ./data/si/si2_m4D_m4Dr4_256/si2_m4Dr4_m256.03/target, time out
./data/si/si4_m4D_m4Dr2_1296/si4_m4Dr2_m1296.01/pattern, ./data/si/si4_m4D_m4Dr2_1296/si4_m4Dr2_m1296.01/target, time out
./data/si/si2_m4D_m4Dr2_256/si2_m4Dr2_m256.06/pattern, ./data/si/si2_m4D_m4Dr2_256/si2_m4Dr2_m256.06/target, time out
./data/si/si6_m4D_m4Dr6_256/si6_m4Dr6_m256.02/pattern, ./data/si/si6_m4D_m4Dr6_256/si6_m4Dr6_m256.02/target, time out
./data/si/si6_m4D_m4Dr4_625/si6_m4Dr4_m625.03/pattern, ./data/si/si6_m4D_m4Dr4_625/si6_m4Dr4_m625.03/target, time out
./data/si/si6_rand_r01_600/si6_r01_m600.01/pattern, ./data/si/si6_rand_r01_600/si6_r01_m600.01/target, time out
./data/si/si2_bvg_b09m_200/si2_b09m_m200.05/pattern, ./data/si/si2_bvg_b09m_200/si2_b09m_m200.05/target, time out
./data/si/si4_bvg_b03m_800/si4_b03m_m800.00/pattern, ./data/si/si4_bvg_b03m_800/si4_b03m_m800.00/target, time out
./data/si/si6_rand_r001_600/si6_r001_m600.07/pattern, ./data/si/si6_rand_r001_600/si6_r001_m600.07/target, time out
./data/si/si4_m4D_m4Dr6_1296/si4_m4Dr6_m1296.03/pattern, ./data/si/si4_m4D_m4Dr6_1296/si4_m4Dr6_m1296.03/target, time out
./data/si/si2_rand_r005_600/si2_r005_m600.01/pattern, ./data/si/si2_rand_r005_600/si2_r005_m600.01/target, time out
./data/si/si2_rand_r005_600/si2_r005_m600.04/pattern, ./data/si/si2_rand_r005_600/si2_r005_m600.04/target, time out
./data/si/si2_bvg_b09m_400/si2_b09m_m400.00/pattern, ./data/si/si2_bvg_b09m_400/si2_b09m_m400.00/target, time out
./data/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.03/pattern, ./data/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.03/target, time out
./data/si/si2_rand_r005_400/si2_r005_m400.07/pattern, ./data/si/si2_rand_r005_400/si2_r005_m400.07/target, time out
./data/si/si6_rand_r001_600/si6_r001_m600.08/pattern, ./data/si/si6_rand_r001_600/si6_r001_m600.08/target, time out
./data/si/si2_m4D_m4D_625/si2_m4D_m625.03/pattern, ./data/si/si2_m4D_m4D_625/si2_m4D_m625.03/target, time out
./data/si/si4_m4D_m4Dr4_1296/si4_m4Dr4_m1296.07/pattern, ./data/si/si4_m4D_m4Dr4_1296/si4_m4Dr4_m1296.07/target, time out
./data/si/si6_rand_r001_600/si6_r001_m600.02/pattern, ./data/si/si6_rand_r001_600/si6_r001_m600.02/target, time out
./data/si/si4_bvg_b09m_800/si4_b09m_m800.07/pattern, ./data/si/si4_bvg_b09m_800/si4_b09m_m800.07/target, time out
./data/si/si4_bvg_b03m_400/si4_b03m_m400.06/pattern, ./data/si/si4_bvg_b03m_400/si4_b03m_m400.06/target, time out
./data/si/si4_bvg_b03m_800/si4_b03m_m800.01/pattern, ./data/si/si4_bvg_b03m_800/si4_b03m_m800.01/target, time out
./data/si/si2_bvg_b06m_400/si2_b06m_m400.02/pattern, ./data/si/si2_bvg_b06m_400/si2_b06m_m400.02/target, time out
./data/si/si4_m4D_m4Dr2_625/si4_m4Dr2_m625.09/pattern, ./data/si/si4_m4D_m4Dr2_625/si4_m4Dr2_m625.09/target, time out
./data/si/si6_rand_r01_200/si6_r01_m200.06/pattern, ./data/si/si6_rand_r01_200/si6_r01_m200.06/target, time out
./data/si/si2_m4D_m4Dr6_1296/si2_m4Dr6_m1296.04/pattern, ./data/si/si2_m4D_m4Dr6_1296/si2_m4Dr6_m1296.04/target, time out
./data/si/si2_bvg_b06m_400/si2_b06m_m400.06/pattern, ./data/si/si2_bvg_b06m_400/si2_b06m_m400.06/target, time out
./data/si/si2_rand_r01_200/si2_r01_m200.07/pattern, ./data/si/si2_rand_r01_200/si2_r01_m200.07/target, time out
./data/si/si6_bvg_b09m_200/si6_b09m_m200.06/pattern, ./data/si/si6_bvg_b09m_200/si6_b09m_m200.06/target, time out
./data/si/si4_m4D_m4Dr6_1296/si4_m4Dr6_m1296.09/pattern, ./data/si/si4_m4D_m4Dr6_1296/si4_m4Dr6_m1296.09/target, time out
./data/si/si4_bvg_b09m_400/si4_b09m_m400.07/pattern, ./data/si/si4_bvg_b09m_400/si4_b09m_m400.07/target, time out
./data/si/si4_rand_r01_600/si4_r01_m600.05/pattern, ./data/si/si4_rand_r01_600/si4_r01_m600.05/target, time out
./data/si/si4_rand_r005_600/si4_r005_m600.01/pattern, ./data/si/si4_rand_r005_600/si4_r005_m600.01/target, time out
./data/si/si2_rand_r005_600/si2_r005_m600.05/pattern, ./data/si/si2_rand_r005_600/si2_r005_m600.05/target, time out
./data/si/si2_m4D_m4Dr6_256/si2_m4Dr6_m256.00/pattern, ./data/si/si2_m4D_m4Dr6_256/si2_m4Dr6_m256.00/target, time out
./data/si/si2_m4D_m4Dr2_1296/si2_m4Dr2_m1296.04/pattern, ./data/si/si2_m4D_m4Dr2_1296/si2_m4Dr2_m1296.04/target, time out
./data/si/si2_bvg_b09m_800/si2_b09m_m800.03/pattern, ./data/si/si2_bvg_b09m_800/si2_b09m_m800.03/target, time out
./data/si/si4_rand_r001_200/si4_r001_m200.03/pattern, ./data/si/si4_rand_r001_200/si4_r001_m200.03/target, time out
./data/si/si4_rand_r005_200/si4_r005_m200.03/pattern, ./data/si/si4_rand_r005_200/si4_r005_m200.03/target, time out
./data/si/si4_m4D_m4Dr4_256/si4_m4Dr4_m256.08/pattern, ./data/si/si4_m4D_m4Dr4_256/si4_m4Dr4_m256.08/target, time out
./data/si/si2_bvg_b09m_400/si2_b09m_m400.05/pattern, ./data/si/si2_bvg_b09m_400/si2_b09m_m400.05/target, time out
./data/si/si6_m4D_m4Dr4_1296/si6_m4Dr4_m1296.09/pattern, ./data/si/si6_m4D_m4Dr4_1296/si6_m4Dr4_m1296.09/target, time out
./data/si/si6_m4D_m4D_1296/si6_m4D_m1296.09/pattern, ./data/si/si6_m4D_m4D_1296/si6_m4D_m1296.09/target, time out
./data/si/si2_bvg_b09m_200/si2_b09m_m200.08/pattern, ./data/si/si2_bvg_b09m_200/si2_b09m_m200.08/target, time out
./data/si/si2_m4D_m4Dr2_1296/si2_m4Dr2_m1296.01/pattern, ./data/si/si2_m4D_m4Dr2_1296/si2_m4Dr2_m1296.01/target, time out
./data/si/si6_m4D_m4Dr2_256/si6_m4Dr2_m256.08/pattern, ./data/si/si6_m4D_m4Dr2_256/si6_m4Dr2_m256.08/target, time out
./data/si/si4_bvg_b09m_200/si4_b09m_m200.09/pattern, ./data/si/si4_bvg_b09m_200/si4_b09m_m200.09/target, time out
./data/si/si4_bvg_b09m_400/si4_b09m_m400.09/pattern, ./data/si/si4_bvg_b09m_400/si4_b09m_m400.09/target, time out
./data/si/si6_rand_r005_400/si6_r005_m400.08/pattern, ./data/si/si6_rand_r005_400/si6_r005_m400.08/target, time out
./data/si/si4_rand_r01_600/si4_r01_m600.06/pattern, ./data/si/si4_rand_r01_600/si4_r01_m600.06/target, time out
./data/si/si2_rand_r01_600/si2_r01_m600.08/pattern, ./data/si/si2_rand_r01_600/si2_r01_m600.08/target, time out
./data/si/si6_bvg_b06m_800/si6_b06m_m800.06/pattern, ./data/si/si6_bvg_b06m_800/si6_b06m_m800.06/target, time out
./data/si/si4_m4D_m4Dr4_1296/si4_m4Dr4_m1296.06/pattern, ./data/si/si4_m4D_m4Dr4_1296/si4_m4Dr4_m1296.06/target, time out
